ID,IATA,ICAO,name
8419,JDG,RKPD,Jeongseok Airport
8423,YGM,CYGM,Gimli Industrial Park Airport
8426,,CJT2,Matheson Island Airport
8427,,UNIT,Tura Mountain Airport
8428,EYK,USHY,Beloyarskiy Airport
8430,RAC,KRAC,John H Batten Airport
8431,RZP,RPSD,Cesar Lim Rodriguez Airport
8432,,EDAJ,Gera-Leumnitz Airfield
8435,,XLLN,Kasimovo Airfield
8438,,EHTL,Terlet Glider Field
8442,RKZ,ZURK,Shigatse Air Base
8443,,KREI,Redlands Municipal Airport
8445,,KRIR,Flabob Airport
8446,TIW,KTIW,Tacoma Narrows Airport
8459,,EDLO,Oerlinghausen Airport
8460,GUF,KJKA,Jack Edwards Airport
8461,IBB,SEII,General Villamil Airport
8462,,LSXB,Balzers Heliport
8467,,LOGG,Flugplatz Punitz
8468,HMJ,UKLH,Khmelnytskyi Airport
8469,HIW,RJBH,Hiroshimanishi Airport
8472,KYI,YYTA,Yalata Mission Airport
8473,HZL,KHZL,Hazleton Municipal Airport
8474,CBE,KCBE,Greater Cumberland Regional Airport
8475,,7FA1,Sugar Loaf Shores Airport
8476,WYN,YWYM,Wyndham Airport
8477,YBO,CBW4,Bob Quinn Lake Airport
8480,,HTMR,Msembe Airport
8482,KLF,UUBC,Grabtsevo Airport
8493,LNR,KLNR,Tri-County Regional Airport
8494,,KPBH,Price County Airport
8495,,KEFT,Monroe Municipal Airport
8496,JOT,KJOT,Joliet Regional Airport
8497,VYS,KVYS,Illinois Valley Regional Airport-Walter A Duncan Field
8499,JXN,KJXN,Jackson County Reynolds Field
8500,,EDAL,Fuerstenwalde Airport
8501,,EDAV,Eberswalde-Finow Airport
8502,,KVVS,Joseph A. Hardy Connellsville Airport
8503,,KHMZ,Bedford County Airport
8504,BBX,KLOM,Wings Field
8505,OBE,KOBE,Okeechobee County Airport
8506,SEF,KSEF,Sebring Regional Airport
8507,AVO,KAVO,Avon Park Executive Airport
8508,GIF,KGIF,Winter Haven Regional Airport - Gilbert Field
8509,ZPH,KZPH,Zephyrhills Municipal Airport
8510,OCF,KOCF,Ocala International Airport - Jim Taylor Field
8511,,KJES,Jesup Wayne County Airport
8512,,K52A,Madison Municipal Airport
8513,,KCCO,Newnan Coweta County Airport
8514,,KHQU,Thomson-McDuffie County Airport
8515,AIK,KAIK,Aiken Regional Airport
8516,CDN,KCDN,Woodward Field
8517,LBT,KLBT,Lumberton Regional Airport
8519,SOP,KSOP,Moore County Airport
8520,,KRCZ,Richmond County Airport
8524,,KDLL,Baraboo Wisconsin Dells Airport
8526,SVH,KSVH,Statesville Regional Airport
8528,,KBUU,Burlington Municipal Airport
8532,LHV,KLHV,William T. Piper Memorial Airport
8538,,KPJC,Zelienople Municipal Airport
8542,,KLPR,Lorain County Regional Airport
8544,BKL,KBKL,Burke Lakefront Airport
8545,DKK,KDKK,Chautauqua County-Dunkirk Airport
8548,LLY,KVAY,South Jersey Regional Airport
8550,LDJ,KLDJ,Linden Airport
8553,ANQ,KANQ,Tri State Steuben County Airport
8555,,KASW,Warsaw Municipal Airport
8556,,KVNW,Van Wert County Airport
8559,,KRMY,Brooks Field
8560,,KGVQ,Genesee County Airport
8565,CLW,KCLW,Clearwater Air Park
8577,,FA08,Orlampa Inc Airport
8593,CGX,KCGX,Chicago Meigs Airport
8601,,KJZP,Pickens County Airport
8603,,EDCS,Saarmund Airport
8604,CRE,KCRE,Grand Strand Airport
8606,,KIGQ,Lansing Municipal Airport
8608,,KRNM,Ramona Airport
8609,,LFGO,Pont Sur Yonne Airfield
8610,,LFGP,St Florentin Cheu Airfield
8611,,LFEW,Saulieu Liernais Airfield
8612,,LSPO,Olten Airport
8613,BXO,LSZC,Buochs Airport
8614,,LSPM,Ambri Airport
8615,,LSML,Lodrino Air Base
8616,,LKRO,Roudnice Airport
8617,,LKUL,Usti Nad Labem Airfield
8618,,LOSM,Mauterndorf Airport
8619,,LOKN,Nötsch Im Gailtal Airport
8620,,EDTK,Sinsheim Airfield
8621,,EDGZ,Weinheim/Bergstraße Airport
8622,,LFPE,Meaux Esbly Airport
8623,,LFFH,Château-Thierry - Belleau Airfield
8624,,KOEB,Branch County Memorial Airport
8625,WBW,KWBW,Wilkes Barre Wyoming Valley Airport
8626,LNN,KLNN,Willoughby Lost Nation Municipal Airport
8627,,RCGM,Taoyuan Air Base
8628,UMD,BGUM,Uummannaq Heliport
8630,RLK,ZBYZ,Bayannur Tianjitai Airport
8631,FFT,KFFT,Capital City Airport
8632,LEW,KLEW,Auburn Lewiston Municipal Airport
8633,,EPIR,Inowroclaw Military Air Base
8634,,EPPR,Pruszcz Gdanski Air Base
8639,,KY72,Bloyer Field
8641,MRK,KMKY,Marco Island Executive Airport
8644,DRE,KDRM,Drummond Island Airport
8646,GDW,KGDW,Gladwin Zettel Memorial Airport
8648,,KLWA,South Haven Area Regional Airport
8653,MFI,KMFI,Marshfield Municipal Airport
8654,ISW,KISW,Alexander Field South Wood County Airport
8655,CWI,KCWI,Clinton Municipal Airport
8658,BVY,KBVY,Beverly Municipal Airport
8660,,VI73,Nagaur Airport
8661,OSF,UUMO,Ostafyevo International Airport
8663,YRQ,CYRQ,Trois-Rivières Airport
8664,POF,KPOF,Poplar Bluff Municipal Airport
8665,,KSMQ,Somerset Airport
8666,,KEPM,Eastport Municipal Airport
8667,EOK,KEOK,Keokuk Municipal Airport
8669,PSL,EGPT,Perth/Scone Airport
8670,,EGCK,Caernarfon Airport
8671,,EDLF,Grefrath-Niershorst Airport
8681,STP,KSTP,St Paul Downtown Holman Field
8682,SOO,ESNY,Söderhamn Airport
8683,,EINC,Newcastle Aerodrome
8684,VNA,VLSV,Saravane Airport
8689,,EDAI,Segeletz Airport
8690,,LEFM,Fuentemilanos Airport
8691,,RJOE,Akeno Airport
8692,,UHPK,Ust-Kamchatsk Airport
8693,,0WI8,Oconomowoc Airport
8694,,UHPO,Kozyrevsk Airport
8695,DKS,UODD,Dikson Airport
8696,,YBEE,Beverley Airport
8698,BYT,EIBN,Bantry Aerodrome
8700,,FAAN,Aliwal North Airport
8701,,FACO,Alkantpan Copper Airport
8702,ADY,FAAL,Alldays Airport
8703,,FABR,Bredasdorp Airport
8706,HAO,KHAO,Butler Co Regional Airport - Hogan Field
8707,,HKBU,Bungoma Airport
8708,,HKBR,Bura East Airport
8709,,HKBA,Busia Airport
8710,,HKEM,Embu Airport
8711,,HKGT,Garba Tula Airport
8712,GAS,HKGA,Garissa Airport
8713,HOA,HKHO,Hola Airport
8714,,HKHB,Homa Bay Airport
8715,,HKIS,Isiolo Airport
8717,KEY,HKKR,Kericho Airport
8718,ILU,HKKL,Kilaguni Airport
8721,ATJ,FMME,Antsirabe Airport
8722,OVA,FMSL,Bekily Airport
8723,UTS,UUYX,Ust-Tsylma Airport
8740,RGK,UNBG,Gorno-Altaysk Airport
8742,FLD,KFLD,Fond du Lac County Airport
8743,,KPCZ,Waupaca Municipal Airport
8744,STE,KSTE,Stevens Point Municipal Airport
8745,,UHMI,Mys Shmidta Airport
8746,MQJ,UEMA,Moma Airport
8747,,KERY,Luce County Airport
8750,PEF,EDCP,Peenemünde Airport
8751,,EPGO,Góraszka Airport
8752,CJN,WI1A,Nusawiru Airport
8759,GQQ,KGQQ,Galion Municipal Airport
8761,TPN,SETI,Tiputini Airport
8762,PTZ,SESM,Rio Amazonas Airport
8763,CKV,KCKV,Clarksville–Montgomery County Regional Airport
8771,LPC,KLPC,Lompoc Airport
8772,CTH,KMQS,Chester County G O Carlson Airport
8773,BST,OABT,Bost Airport
8774,LLK,UBBL,Lankaran International Airport
8775,GBB,UBBQ,Gabala International Airport
8776,ZTU,UBBY,Zaqatala International Airport
8777,LKP,KLKP,Lake Placid Airport
8779,KDY,UEMH,Typliy Klyuch Airport
8780,GYG,UEMM,Magan Airport
8781,JIQ,ZUQJ,Qianjiang Wulingshan Airport
8782,,YXCM,Cooma Hospital Helipad
8784,AOH,KAOH,Lima Allen County Airport
8785,DSO,ZKSD,Sondok Airport
8789,SSI,KSSI,Malcolm McKinnon Airport
8790,BFP,KBVI,Beaver County Airport
8792,GGE,KGGE,Georgetown County Airport
8793,HDI,KHDI,Hardwick Field
8796,RNT,KRNT,Renton Municipal Airport
8798,POC,KPOC,Brackett Field
8801,CTY,KCTY,Cross City Airport
8802,CEU,KCEU,Oconee County Regional Airport
8804,BEC,KBEC,Beech Factory Airport
8807,,WIMG,Tabing Airport
8808,,KCZL,Tom B. David Field
8809,,KAJR,Habersham County Airport
8811,,KGTU,Georgetown Municipal Airport
8812,,NY94,Old Rhinebeck Airport
8813,QFO,EGSU,Duxford Aerodrome
8815,SNY,KSNY,Sidney Municipal-Lloyd W Carr Field
8816,,GA46,Newnan Hospital Heliport
8820,GKL,YGKL,Great Keppel Is Airport
8821,RPB,YRRB,Roper Bar Airport
8822,,YMRT,Mount Garnet Airport
8823,IFL,YIFL,Innisfail Airport
8824,JRF,PHJR,Kalaeloa Airport
8825,BIN,OABN,Bamiyan Airport
8826,NBS,ZYBS,Changbaishan Airport
8830,RGO,ZKHM,Orang Airport
8831,MOO,YOOM,Moomba Airport
8832,LUZ,EPLB,Lublin Airport
8833,ECA,K6D9,Iosco County Airport
8834,,KMDQ,Madison County Executive Airport-Tom Sharp Jr Field
8835,,KJYO,Leesburg Executive Airport
8838,,KANE,Anoka County-Blaine (Janes Field) Airport
8839,,SCIR,Robinson Crusoe Airport
8840,VAM,VRMV,Villa Airport
8845,LLF,ZGLG,Lingling Airport
8846,LSZ,LDLO,Lošinj Island Airport
8847,ONS,YOLW,Onslow Airport
8848,TDR,YTDR,Theodore Airport
8850,,KSDC,Williamson Sodus Airport
8853,,EGTF,Fairoaks Airport
8854,WBU,KBDU,Boulder Municipal Airport
8855,,EDAN,Neustadt-Glewe Airport
8859,,EBTN,Goetsenhoven Air Base
8860,,EDUW,Tutow Airport
8861,,EDTG,Bremgarten Airport
8862,BBJ,EDRB,Bitburg Airport
8864,PAO,KPAO,Palo Alto Airport of Santa Clara County
8866,USR,UEMT,Ust-Nera Airport
8867,,LKVM,Letiště Vysoké Mýto
8868,,EBSP,Spa (la Sauvenière) Airfield
8869,MSC,KFFZ,Falcon Field
8870,,KP08,Coolidge Municipal Airport
8871,,KP52,Cottonwood Airport
8872,,EBNM,Namur-Suarlée Airfield
8873,,EBZH,Kiewit Airfield Hasselt
8874,,KA39,Ak-Chin Regional Airport
8875,,KE25,Wickenburg Municipal Airport
8876,YTY,ZSYA,Yangzhou Taizhou Airport
8877,PTK,KPTK,Oakland County International Airport
8880,KSI,GUKU,Kissidougou Airport
8888,EEN,KEEN,Dillant Hopkins Airport
8889,THQ,ZLTS,Tianshui Maijishan Airport
8890,VRO,MUKW,Kawama Airport
8892,GKK,VRMO,Kooddoo Airport
8893,,07MT,Glasgow Industrial Airport
8894,RCS,EGTO,Rochester Airport
8914,RHD,SANR,Termas de Río Hondo international Airport
8918,KMP,FYKT,Keetmanshoop Airport
8921,KGT,ZUKD,Kangding Airport
8924,VUS,ULWU,Velikiy Ustyug Airport
8925,IOW,KIOW,Iowa City Municipal Airport
8926,TLQ,ZWTP,Turpan Jiaohe Airport
8927,,SNCL,Lorenzo Airport
8928,,KMWM,Windom Municipal Airport
8931,,OG39,Longview Ranch Airport
8932,,EGAR,Rothera Research Station
8933,,ULPW,Sortavala Airport
8935,ANP,KANP,Lee Airport
8943,FXO,FQCB,Cuamba Airport
8944,ODO,UIKB,Bodaybo Airport
8946,ZTR,UKKV,Zhytomyr Airport
8948,,EYVP,Paluknys Airport
8949,HRI,VCRI,Mattala Rajapaksa International Airport
8950,PEQ,KPEQ,Pecos Municipal Airport
8951,HBG,KHBG,Hattiesburg Bobby L Chain Municipal Airport
8952,QCJ,SDBK,Botucatu - Tancredo de Almeida Neves Airport
8953,,SBAN,Base Aérea Airport
8954,QSC,SDSC,Mário Pereira Lopes–São Carlos Airport
8958,YKN,KYKN,Chan Gurney Municipal Airport
8961,XSB,OMBY,Sir Bani Yas Airport
8963,ZBM,CZBM,Bromont (Roland Desourdy) Airport
8965,,EGSM,Beccles Airport
8966,KTI,VDKT,Kratie Airport
8967,,SCCL,Caldera Airport
8968,,SCPE,San Pedro de Atacama Airport
8969,,SLCC,Copacabana Airport
8971,GYU,ZLGY,Guyuan Liupanshan Airport
8972,,EGDA,RAF Brawdy
8974,CNI,ZYCH,Changhai Airport
8975,KRH,EGKR,Redhill Aerodrome
8979,JGD,ZYJD,Jiagedaqi Airport
8980,CCL,YCCA,Chinchilla Airport
8982,HWD,KHWD,Hayward Executive Airport
8983,MZP,NZMK,Motueka Airport
8984,JHQ,YSHR,Shute Harbour Airport
8985,,EGTN,Enstone Aerodrome
8989,ARB,KARB,Ann Arbor Municipal Airport
8994,SHT,YSHT,Shepparton Airport
8995,TEM,YTEM,Temora Airport
8996,GAH,YGAY,Gayndah Airport
8998,WIO,YWCA,Wilcannia Airport
9001,,YIVO,Ivanhoe Airport
9002,,YMED,Menindee Airport
9004,,YPCE,Pooncarie Airport
9006,,YTLP,Tilpa Airport
9008,,LSGR,Reichenbach Air Base
9025,BFJ,ZUBJ,Bijie Feixiong Airport
9026,ULK,UERL,Lensk Airport
9042,KVR,UHWK,Kavalerovo Airport
9043,IGD,LTCT,Iğdır Airport
9044,GNY,LTCS,Şanlıurfa GAP Airport
9045,KZR,LTBZ,Zafer Airport
9048,VLU,ULOL,Velikiye Luki Airport
9053,,VOYK,Yelahanka Air Force Station
9054,,UNNE,Yeltsovka Airport
9062,,UNKI,Kodinsk Airport
9065,BEO,YPEC,Lake Macquarie Airport
9066,,K4A7,Henry County Airport
9068,BMP,YBPI,Brampton Island Airport
9071,NGZ,KNGZ,Alameda Naval Air Station
9075,,EKEL,Endelave Flyveplads
9076,,LOIJ,St. Johann In Tirol Airport
9079,,EDPW,Thalmässing-Waizenhofen Airport
9088,YCN,CYCN,Cochrane Airport
9089,BJP,SBBP,Estadual Arthur Siqueira Airport
9090,BQB,YBLN,Busselton Regional Airport
9091,SEK,UESK,Srednekolymsk Airport
9093,,SLCR,Comarapa Airport
9095,IVR,YIVL,Inverell Airport
9096,GLI,YGLI,Glen Innes Airport
9100,,EDQF,Ansbach-Petersdorf Airport
9102,IMM,KIMM,Immokalee Regional Airport
9103,TQQ,WA44,Maranggo Airport
9104,,66CA,Rancho San Simeon Airport
9107,YIC,ZSYC,Yichun Mingyueshan Airport
9120,PTB,KPTB,Dinwiddie County Airport
9123,,FZOK,Kasongo Airport
9124,,NZPG,McMurdo Station Pegasus Field
9125,,LKKT,Klatovy Airport
9126,SBM,KSBM,Sheboygan County Memorial Airport
9127,KFE,YFDF,Fortescue - Dave Forrest Aerodrome
9129,,VNKL,Kangel Danda Airport
9132,BJU,VNBR,Bajura Airport
9134,,UIAR,Chara Airport
9136,,EKHG,Herning Airport
9137,,EDNX,Oberschleißheim Airfield
9138,MZJ,KMZJ,Pinal Airpark
9139,,KGEU,Glendale Municipal Airport
9140,SAD,KSAD,Safford Regional Airport
9141,,EDWV,Verden-Scharnhorst Airfield
9146,SLJ,YSOL,Solomon Airport
9147,,EDNM,Nittenau-Bruck Airport
9148,KJP,ROKR,Kerama Airport
9149,,SDAI,Americana Airport
9156,EKB,UASB,Ekibastuz Airport
9162,,UWOD,Adamovka
9163,,UWOH,Kvarkeno
9164,SIK,KSIK,Sikeston Memorial Municipal Airport
9175,TTI,NTTE,Tetiaroa Airport
9178,GFL,KGFL,Floyd Bennett Memorial Airport
9179,,K5B2,Saratoga County Airport
9182,,KCGC,Crystal River Airport
9183,MTN,KMTN,Martin State Airport
9184,,KLHM,Lincoln Regional Karl Harder Field
9185,,KFZI,Fostoria Metropolitan Airport
9186,FRY,KIZG,Eastern Slopes Regional Airport
9187,,FA54,Coral Creek Airport
9188,NEW,KNEW,Lakefront Airport
9189,COE,KCOE,Coeur D'Alene - Pappy Boyington Field
9190,BMT,KBMT,Beaumont Municipal Airport
9191,DNV,KDNV,Vermilion Regional Airport
9193,COJ,YCBB,Coonabarabran Airport
9199,TIX,KTIX,Space Coast Regional Airport
9205,BZH,FVBM,Bumi Airport
9207,,YWVA,Warnervale Airport
9215,UAR,GMFB,Bouarfa Airport
9218,NYE,HKNI,Nyeri Airport
9225,AAP,KAAP,Andrau Airpark
9226,FCM,KFCM,Flying Cloud Airport
9227,LIX,FWLK,Likoma Island Airport
9228,OJC,KOJC,Johnson County Executive Airport
9229,GIU,VCCS,Sigiriya Air Force Base
9232,EUM,EDHN,Neumünster Airport
9233,TKT,VTPT,Tak Airport
9236,YLK,CYLS,Barrie-Orillia (Lake Simcoe Regional Airport)
9237,,CYEE,Huronia Airport
9238,,CNU8,Markham Airport
9239,,CND4,Stanhope Municipal Airport
9240,,CNF4,Kawartha Lakes (Lindsay) Airport
9241,YCM,CYSN,Niagara District Airport
9243,,CNV8,Edenvale Aerodrome
9244,,CNJ4,Orillia Airport
9245,,CLA4,Holland Landing Airpark
9247,YPD,CNK4,Parry Sound Area Municipal Airport
9248,,CYHS,Hanover / Saugeen Municipal Airport
9249,,KOQN,Brandywine Airport
9251,MNZ,KHEF,Manassas Regional Airport/Harry P. Davis Field
9252,LJN,KLBX,Texas Gulf Coast Regional Airport
9253,,LKBU,Bubovice Airport
9255,,ENRK,Rakkestad Astorp Airport
9272,BGG,LTCU,Bingöl Çeltiksuyu Airport
9273,KFS,LTAL,Kastamonu Airport
9276,,EGTR,Elstree Airfield
9277,,EGCF,Sandtoft Airfield
9290,,HSTR,Torit Airport
9305,,K2H0,Shelby County Airport
9308,LLV,ZBLL,Lüliang Airport
9310,DCY,ZUDC,Daocheng Yading Airport
9311,GXH,ZLXH,Gannan Xiahe Airport
9317,,ESSZ,Vängsö Airport
9327,CIY,LICB,Comiso Airport
9348,,WA77,Enumclaw Airport
9371,KVM,UHMO,Markovo Airport
9372,,UHMS,Seymchan Airport
9373,ZKP,UESU,Zyryanka Airport
9374,,UHMH,Susuman Airport
9376,UMS,UEMU,Ust-Maya Airport
9377,ADH,UEEA,Aldan Airport
9378,OLZ,UEMO,Olyokminsk Airport
9379,,UERT,Vitim Airport
9380,,EDHP,Pellworm Field
9386,NLT,ZWNL,Xinyuan Nalati Airport
9387,PTA,PALJ,Port Alsworth Airport
9388,BOR,LFSQ,Fontaine Airport
9390,,KFDW,Fairfield County Airport
9391,OBC,HDOB,Obock Airport
9392,TDJ,HDTJ,Tadjoura Airport
9393,AQB,MGQC,Santa Cruz del Quiche Airport
9394,NOR,BINF,Norðfjörður Airport
9395,BTZ,LTBE,Bursa Airport
9396,,KDAW,Skyhaven Airport
9397,WAR,WAJR,Waris Airport
9399,EWK,KEWK,Newton City-County Airport
9400,,LFFQ,La Ferté Alais Airfield
9402,BSJ,YBNS,Bairnsdale Airport
9403,TZR,LHTA,Taszár Air Base
9406,FBR,KFBR,Fort Bridger Airport
9407,,KS40,Prosser Airport
9408,CLS,KCLS,Chehalis Centralia Airport
9409,,KM94,Desert Aire Regional Airport
9411,EVW,KEVW,Evanston-Uinta County Airport-Burns Field
9412,,KK83,Sabetha Municipal Airport
9413,,KLRO,Mt Pleasant Regional-Faison field
9414,,KACJ,Jimmy Carter Regional Airport
9415,EUF,KEUF,Weedon Field
9416,,K6J4,Saluda County Airport
9417,MEO,KMQI,Dare County Regional Airport
9418,AUO,KAUO,Auburn University Regional Airport
9419,,KCZG,Tri Cities Airport
9428,,KEKY,Bessemer Airport
9429,,KA50,Colorado Springs East Airport
9447,,KMIC,Crystal Airport
9448,,K23M,Clarke County Airport
9450,DBN,KDBN,W H 'Bud' Barron Airport
9474,PUK,NTGQ,Pukarua Airport
9475,,HUKB,Kabale Airport
9481,,MRGT,Guatuso Airport
9484,,SVSJ,Central Bolívar Airport
9488,CVO,KCVO,Corvallis Municipal Airport
9492,,LRTZ,Tuzla Romania Airport
9500,,SCRT,El Almendro Airport
9511,,MRST,San Agustin Airport
9521,,SDNS,Samambaia Heliport
9528,,SNKV,Fazenda Campo Verde Airport
9532,PXH,YPMH,Prominent Hill Airport
9533,CWT,YCWR,Cowra Airport
9542,,YCOY,Coral Bay Airport
9543,OGD,KOGD,Ogden Hinckley Airport
9544,,KW63,Lake Country Regional Airport
9545,,KRKR,Robert S Kerr Airport
9546,AKO,KAKO,Colorado Plains Regional Airport
9547,SHN,KSHN,Sanderson Field
9739,WNA,PANA,Napakiak Airport
9744,PKA,PAPK,Napaskiak Airport
9746,,PATJ,Tok Airport
9749,YBW,CAB3,Bedwell Harbour Seaplane Base
9751,WSO,SMWS,Washabo Airport
9753,,EGHP,Popham Airfield
9754,,K2A5,Causey Airport
9759,WKR,MYAW,Abaco I Walker C Airport
9760,,MYEB,Black Point Airstrip
9761,GFO,SYBT,Bartica A Airport
9763,DYL,KDYL,Doylestown Airport
9766,,FADW,Cape Town Waterfort Heliport
9768,TGI,SPGM,Tingo Maria Airport
9769,TJL,SSTL,Plínio Alarcom Airport
9770,YZY,ZLZY,Zhangye Ganzhou Airport
9771,OAL,SSKW,Cacoal Airport
9772,OCW,KOCW,Warren Field
9773,,K7W6,Hyde County Airport
9774,MHC,SCPQ,Mocopulli Airport
9776,SWO,KSWO,Stillwater Regional Airport
9777,OKM,KOKM,Okmulgee Regional Airport
9778,CUH,KCUH,Cushing Municipal Airport
9779,CSM,KCSM,Clinton Sherman Airport
9780,WLD,KWLD,Strother Field
9781,PWA,KPWA,Wiley Post Airport
9782,DTN,KDTN,Shreveport Downtown Airport
9783,SEP,KSEP,Stephenville Clark Regional Airport
9784,,KF22,Perry Municipal Airport
9786,,KMNZ,Hamilton Municipal Airport
9787,ADT,KADH,Ada Regional Airport
9788,,KHQZ,Mesquite Metro Airport
9789,,KDTO,Denton Municipal Airport
9790,,KEDC,Austin Executive Airport
9791,,KRYW,Lago Vista Tx Rusty Allen Airport
9792,,K11R,Brenham Municipal Airport
9793,,K3R9,Lakeway Airpark
9794,IRB,K2F0,Iraan Municipal Airport
9795,,K1T7,Kestrel Airpark
9796,YEL,CYEL,Elliot Lake Municipal Airport
9797,IKB,KUKF,Wilkes County Airport
9798,,KJZI,Charleston Executive Airport
9799,DAN,KDAN,Danville Regional Airport
9800,,K0V4,Brookneal/Campbell County Airport
9805,ERG,UIKE,Yerbogachen Airport
9806,HCW,KCQW,Cheraw Municipal Airport/Lynch Bellinger Field
9808,,KCHN,Wauchula Municipal Airport
9818,,YLIL,Lilydale Airport
9819,BEM,GMMD,Beni Mellal Airport
9820,NKT,LTCV,Şırnak Şerafettin Elçi Airport
9821,SUY,UENS,Suntar Airport
9824,OUZ,GQPZ,Tazadit Airport
9825,ABB,DNAS,Asaba International Airport
9826,QUO,DNAI,Akwa Ibom International Airport
9828,KAA,FLKS,Kasama Airport
9829,,HTMB,Mbeya Airport
9830,,HTMP,Mpanda Airport
9831,SGX,HTSO,Songea Airport
9832,,HTMG,Morogoro Airport
9843,JUH,ZSJH,Jiuhuashan Airport
9844,AOG,ZYAS,Anshan Air Base
9845,DQA,ZYDQ,Saertu Airport
9846,ZYI,ZUZY,Zunyi Xinzhou Airport
9847,,KHYW,Conway Horry County Airport
9848,LDS,ZYLD,Lindu Airport
9849,AVA,ZUAS,Anshun Huangguoshu Airport
9850,KSS,GASK,Sikasso Airport
9853,WTB,YBWW,Toowoomba Wellcamp Airport
9854,TNH,ZYTN,Tonghua Sanyuanpu Airport
9857,SZV,ZSSZ,Suzhou Guangfu Airport
9860,,EGCB,City Airport Manchester
9861,,EGCV,Sleap Airport
9862,,EGBM,Tatenhill Airfield
9863,,EGNU,Full Sutton Airfield
9864,,EGCJ,Sherburn-In-Elmet Airfield
9866,,WAOM,Beringin Airport
9868,LII,WAJM,Mulia Airport
9872,NTI,WASB,Stenkol Airport
9873,WSR,WASW,Wasior Airport
9874,DTB,WIMN,Silangit Airport
9875,,WITG,Lasikin Airport
9886,MEQ,WITC,Seunagan Airport
9887,BUW,WAWB,Betoambari Airport
9888,KAZ,WAMK,Kao Airport
9889,MNA,WAMN,Melangguane Airport
9890,SGQ,WRLA,Sanggata/Sangkimah Airport
9891,BUU,WIPI,Muara Bungo Airport
9892,,WAWH,Selayar/Aroepala Airport
9897,ILA,WABL,Illaga Airport
9898,OKL,WAJO,Oksibil Airport
9899,KOX,WABN,Kokonau Airport
9901,CMQ,YCMT,Clermont Airport
9902,WMB,YWBL,Warrnambool Airport
9904,RCM,YRMD,Richmond Airport
9905,DCN,YCIN,RAAF Base Curtin
9935,KNO,WIMM,Kualanamu International Airport
9937,AMN,KAMN,Gratiot Community Airport
9938,,KHBI,Asheboro Regional Airport
9939,HMY,RKTP,Seosan Air Base
9942,,KACZ,Henderson Field
9943,,KEMV,Emporia Greensville Regional Airport
10017,EMT,KEMT,San Gabriel Valley Airport
10057,FAH,OAFR,Farah Airport
10061,IXT,VEPG,Pasighat Airport
10062,,KI16,Kee Field
10069,KRQ,UKCK,Kramatorsk Airport
10080,QKX,ENKA,Kautokeino Air Base
10089,,LFQO,Lille/Marcq-en-Baroeul Airport
10096,,GUKR,Kawass Airport
10102,SSF,KSSF,Stinson Municipal Airport
10103,,KJSV,Sallisaw Municipal Airport
10104,JAS,KJAS,Jasper County Airport-Bell Field
10105,,K87K,El Dorado Springs Memorial Airport
10106,MRF,KMRF,Marfa Municipal Airport
10107,ALE,KE38,Alpine Casparis Municipal Airport
10110,BQE,GGBU,Bubaque Airport
10114,CZA,MMCT,Chichen Itza International Airport
10116,BUY,YBUN,Bunbury Airport
10117,CCB,KCCB,Cable Airport
10121,,KIOB,Mount Sterling Montgomery County Airport
10122,EKI,KEKM,Elkhart Municipal Airport
10123,,KC03,Nappanee Municipal Airport
10128,CUB,KCUB,Jim Hamilton L.B. Owens Airport
10129,,KGMJ,Grove Municipal Airport
10130,,KMPR,Mc Pherson Airport
10131,GDC,KGYH,Donaldson Field Airport
10132,,KPXE,Perry Houston County Airport
10133,HVS,KHVS,Hartsville Regional Airport
10134,,KIGX,Horace Williams Airport
10135,SZT,MMSC,San Cristobal de las Casas Airport
10137,DU9,CDU9,Dunnville Airport
10138,,KSUT,Brunswick County Airport
10139,,KFCI,Chesterfield County Airport
10140,,YATN,Atherton Airport
10141,,UIUB,Bagdarin Airport
10142,RIH,MPRH,Scarlett Martinez International Airport
10144,,KHNZ,Henderson Oxford Airport
10145,LEE,KLEE,Leesburg International Airport
10148,,UUBL,Semyazino Airport
10149,,FATW,Witberg Tswalu Airport
10151,,FVMN,Mana Pools Airport
10154,PPY,SNZA,Pouso Alegre Airport
10155,DIQ,SNDV,Brigadeiro Cabral Airport
10156,EIK,URKE,Yeysk Airport
10157,ERD,UKDB,Berdyansk Airport
10158,BWX,WARB,Blimbingsari Airport
10160,ERL,ZBER,Erenhot Saiwusu International Airport
10161,,EGBS,Shobdon Aerodrome
10162,CNO,KCNO,Chino Airport
10163,,RJDK,Kamigoto Airport
10164,,RJDO,Ojika Airport
10165,,RJTF,Chofu Airport
10166,HTR,RORH,Hateruma Airport
10169,,KUYF,Madison County Airport
10171,BWW,MUBR,Las Brujas Airport
10173,,CDG2,Digby (General Hospital) Heliport
10178,,LSZW,Thun Airport
10184,,UHML,Lavrentiya Airport
10185,PRB,KPRB,Paso Robles Municipal Airport
10186,,RKDU,N 104 Helipad
10209,PKX,ZBAD,Beijing Daxing International Airport
10295,,EFKY,Kymi Airport
10360,HAF,KHAF,Half Moon Bay Airport
10363,HCJ,ZGHC,Hechi Jinchengjiang Airport
10370,,YKDI,Kadina Airport
10371,WJF,KWJF,General WM J Fox Airfield
10378,CJF,YCWA,Coondewanna Airport
10544,GUZ,SNGA,Guarapari Airport
10545,UBT,SDUB,Ubatuba Airport
10611,,ORTL,Ali Air Base
10617,,LPOT,Ota Air Base
10618,BOX,YBRL,Borroloola Airport
