ID,IATA,ICAO,name
10723,,EDNF,Elsenthal Grafe Airport
10744,,EGAD,Newtownards Airport
10745,,EGKH,Lashenden (Headcorn) Airfield
10746,,EGLG,Panshanger Aerodrome
10747,,EGMT,Thurrock Airfield
10748,,EGSG,Stapleford Aerodrome
10750,,VOBG,HAL Airport
10751,QUG,EGHR,Chichester/Goodwood Airport
10752,,NZOA,Omarama Glider Airport
10753,,NZHT,Haast Aerodrome
10776,,EDKM,Meschede-Schüren Airport
10792,TNW,SEJD,Jumandy Airport
10794,,SDHU,Morro da Urca Heliport
10800,FYJ,ZYFY,Dongji Aiport
10802,,EKSY,Skúvoy Heliport
10803,,EKSR,Stóra Dímun Heliport
10804,,EKFA,Frooba Heliport
10831,,KTDF,Person County Airport
10934,PZL,FADQ,Zulu Inyala Airport
10937,LPF,ZUPS,Liupanshui Yuezhao Airport
10938,KJH,ZUKJ,Kaili Airport
10939,HPG,ZHSN,Shennongjia Hongping Airport
10940,ZQZ,ZBZJ,Zhangjiakou Ningyuan Airport
10941,YIE,ZBES,Arxan Yi'ershi Airport
10942,HNY,ZGHY,Hengyang Nanyue Airport
10943,AHJ,ZUHY,Hongyuan Airport
10949,WOS,ZKWS,Wonsan Kalma International Airport
10951,,UGMS,Mestia Queen Tamar Airport
10952,IGT,URMS,Magas Airport
11004,ASN,KASN,Talladega Municipal Airport
11005,GMU,KGMU,Greenville Downtown Airport
11008,,KMKT,Mankato Regional Airport
11009,NGD,TUPA,Captain Auguste George Airport
11010,TOI,KTOI,Troy Municipal Airport at N Kenneth Campbell Field
11011,,KSCD,Merkel Field Sylacauga Municipal Airport
11012,ETS,KEDN,Enterprise Municipal Airport
11017,,KRYN,Ryan Field
11018,EFG,AYEF,Efogi Airport
11019,KGW,AYKQ,Kagi Airport
11020,NDN,AYNC,Nadunumu Airport
11021,BNM,AYBD,Bodinumu Airport
11022,ALX,KALX,Thomas C Russell Field
11030,PKT,YPKT,Port Keats Airport
11031,GPN,YGPT,Garden Point Airport
11032,,EDHS,Stade Airport
11035,,KMMK,Meriden Markham Municipal Airport
11038,,YFLS,Flinders Island Airport
11048,,LSZO,Luzern-Beromunster Airport
11049,,LFTN,La Grand'combe Airport
11051,DOH,OTHH,Hamad International Airport
11053,HZP,CYNR,Fort Mackay / Horizon Airport
11054,,CEW9,Canmore Municipal Heliport
11055,,UIAE,Krasnokamensk Airport
11067,,KRJD,Ridgely Airpark
11068,,KUWL,New Castle Henry Co. Municipal Airport
11069,,KTQK,Scott City Municipal Airport
11070,HDE,KHDE,Brewster Field
11071,PTT,KPTT,Pratt Regional Airport
11072,,UAON,Yubileyniy Airfield
11073,,KAHQ,Wahoo Municipal Airport
11074,LXN,KLXN,Jim Kelly Field
11075,,K19S,Sublette Municipal Airport
11076,CBF,KCBF,Council Bluffs Municipal Airport
11077,OKK,KOKK,Kokomo Municipal Airport
11078,,K2K7,Neodesha Municipal Airport
11079,,AK59,King Ranch Airport
11080,,KEHA,Elkhart Morton County Airport
11081,,KFTG,Front Range Airport
11082,GBG,KGBG,Galesburg Municipal Airport
11084,GUY,KGUY,Guymon Municipal Airport
11086,,KMEJ,Meade Municipal Airport
11087,,MO00,Turkey Mountain Estates Airport
11088,,KULS,Ulysses Airport
11089,,CO00,Flagler Aerial Spraying Inc Airport
11090,IDP,KIDP,Independence Municipal Airport
11091,,K3AU,Augusta Municipal Airport
11092,,KLQR,Larned Pawnee County Airport
11093,,KLZZ,Lampasas Airport
11094,BBC,KBYY,Bay City Municipal Airport
11095,PRX,KPRX,Cox Field
11096,CFV,KCFV,Coffeyville Municipal Airport
11097,,24SC,The Farm Airport
11098,GXY,KGXY,Greeley–Weld County Airport
11099,,KM01,General Dewitt Spain Airport
11100,OEL,UUOR,Oryol Yuzhny Airport
11101,FET,KFET,Fremont Municipal Airport
11102,LGD,KLGD,La Grande/Union County Airport
11103,SZY,EPSY,Olsztyn-Mazury Airport
11110,MPO,KMPO,Pocono Mountains Municipal Airport
11111,UKT,KUKT,Quakertown Airport
11127,YBA,CYBA,Banff Airport
11129,,EKNB,Nordborg Flyveplads
11131,BNG,KBNG,Banning Municipal Airport
11132,,EDFL,Gießen-Lützellinden Airport
11133,,LHTL,Tököl Airport
11134,OFK,KOFK,Karl Stefan Memorial Airport
11139,,HUKO,Kotido Airport
11140,,HUKJ,Kajjansi Airfield
11141,,KAWO,Arlington Municipal Airport
11142,,SNZR,Paracatu Airport
11143,,SNKF,Das Bandeirinhas Airport
11144,,SNAP,Janaúba Airport
11145,TFL,SNTO,Juscelino Kubitscheck Airport
11146,,SNBM,Cristiano Ferreira Varella Airport
11153,TPF,KTPF,Peter O Knight Airport
11170,,LFYL,Lure Malbouhans Air Base
11175,,SDTK,Parati Airport
11176,BZC,SBBZ,Umberto Modiano Airport
11177,,SDAG,Angra dos Reis Airport
11178,ITP,SDUN,Itaperuna Airport
11179,,SDMC,Maricá Airport
11180,REZ,SDRS,Resende Airport
11181,,SDSK,Saquarema Airport
11182,,CEG4,Drumheller Municipal Airport
11193,,FZWE,Mwene-Ditu Airport
11194,KBN,FZWT,Tunta Airport
11195,IKL,FZGV,Ikela Airport
11198,AIR,SWRP,Aripuanã Airport
11199,JRN,SWJU,Juruena Airport
11200,JIA,SWJN,Juína Airport
11201,VLP,SWVC,Vila Rica Airport
11202,JUA,SIZX,Inácio Luís do Nascimento Airport
11203,CCX,SWKC,Cáceres Airport
11204,,SWPL,Posto Leonardo Vilas Boas Airport
11205,TGQ,SWTS,Tangará da Serra Airport
11206,CQA,SWEK,Canarana Airport
11207,MTG,SWVB,Vila Bela da Santíssima Trindade Airport
11208,BMB,FZFU,Bumbar Airport
11209,,SNOB,Sobral Airport
11210,APQ,SNAL,Arapiraca Airport
11211,FLB,SNQG,Cangapara Airport
11212,PCS,SNPC,Picos Airport
11229,BNC,FZNP,Beni Airport
11230,BNB,FZGN,Boende Airport
11243,MTP,KMTP,Montauk Airport
11255,VPZ,KVPZ,Porter County Municipal Airport
11257,DRV,VRMD,Dharavandhoo Airport
11258,SXK,WAPI,Saumlaki/Olilit Airport
11268,MLZ,SUMO,Cerro Largo International Airport
11269,PDU,SUPU,Tydeo Larre Borges Airport
11270,ATI,SUAG,Artigas International Airport
11272,,YMBD,Murray Bridge Airport
11273,HSM,YHSM,Horsham Airport
11274,SWH,YSWH,Swan Hill Airport
11277,TTL,NFUL,Turtle Island Seaplane Base
11288,KWB,WARU,Dewadaru - Kemujan Island
11290,KOO,FZRQ,Kongolo Airport
11291,AOU,VLAP,Attopeu Airport
11292,,FZCF,Kahemba Airport
11293,,SVFM,Francisco de Miranda Airport
11295,SQX,SSOE,São Miguel do Oeste Airport
11299,LDM,KLDM,Mason County Airport
11312,RHV,KRHV,Reid-Hillview Airport of Santa Clara County
11328,OHS,OOSH,Sohar Airport
11331,KCF,OPKW,Kadanwari Airport
11332,RZS,OPSW,Sawan Airport
11352,,VNTH,Thamkharka Airport
11353,TMF,VRNT,Thimarafushi Airport
11354,IFU,VREI,Ifuru Airport
11355,KZF,AYKT,Kaintiba Airport
11356,OGU,LTCB,Ordu Giresun Airport
11357,YKO,LTCW,Hakkari Yüksekova Airport
11386,,EPJG,Jelenia Góra Glider Airport
11389,BUT,VQBT,Bathpalathang Airport
11401,TLI,WAMI,Sultan Bantilan Airport
11406,,UUYK,Vuktyl Airport
11407,,USPT,Berezniki Airport
11431,,SCSS,San Sebastián Airport
11433,,SAWL,Tolwin Observatory Airport
11436,TQL,USDS,Tarko-Sale Airport
11438,,KCMA,Camarillo Airport
11452,,EBLE,Leopoldsburg Airfield
11473,JIC,ZLJC,Jinchuan Airport
11479,,MNLP,Omtepe Airport
11498,BPL,ZWAX,Alashankou Bole (Bortala) airport
11499,FYN,ZWFY,Fuyun Koktokay Airport
11524,ACS,UNKS,Achinsk Airport
11545,LFQ,ZBLF,Linfen Qiaoli Airport
11583,YJP,CEC4,Hinton/Jasper-Hinton Airport
11638,WVI,KWVI,Watsonville Municipal Airport
11644,GLU,VQGP,Gelephu Airport
11648,HLI,KCVH,Hollister Municipal Airport
11649,,KJGG,Williamsburg Jamestown Airport
11658,DLK,YDLK,Dulkaninna Airport
11673,,YWMC,William Creek Airport
11684,,CJM9,Kenora Seaplane Base
11685,,EVRC,Rumbula Air Base
11700,,RPVZ,Siquijor Airport
11702,YBS,CKM8,Opapimiskan Lake Airport
11713,RIZ,ZSRZ,Rizhao Shanzihe Airport
11714,SQJ,ZSSM,Shaxian Airport
11717,XTO,YTAM,Taroom Airport
11718,,EDFG,Gelnhausen Airport
11719,,EKAE,Ærø Airport
11720,,EDFT,Lauterbach Airport
11721,,EDFC,Aschaffenburg Airport
11722,YSE,CYSE,Squamish Airport
11735,,EDFB,Reichelsheim Airport
11737,,EDFN,Marburg-Schönstadt Airport
11738,,EDHU,Lauenbrück Airport
11739,,EDXU,Hüttenbusch Airport
11740,,LDPV,Vrsar Crljenka Airport
11742,,KMRT,Union County Airport
11743,YAH,CYAH,La Grande-4 Airport
11744,YAL,CYAL,Alert Bay Airport
11745,,CYAU,Liverpool South Shore Regional Airport
11747,,CYBU,Nipawin Airport
11748,YCE,CYCE,Centralia / James T. Field Memorial Aerodrome
11749,,CYCP,Blue River Airport
11750,YCQ,CYCQ,Chetwynd Airport
11751,XRR,CYDM,Ross River Airport
11752,YDO,CYDO,Dolbeau St Felicien Airport
11753,YEY,CYEY,Amos/Magny Airport
11754,,CYGD,Goderich Airport
11755,YHE,CYHE,Hope Airport
11756,YHT,CYHT,Haines Junction Airport
11757,YDG,CYID,Digby / Annapolis Regional Airport
11758,YJF,CYJF,Fort Liard Airport
11759,YKJ,CYKJ,Key Lake Airport
11760,YLR,CYLR,Leaf Rapids Airport
11761,YME,CYME,Matane Airport
11762,YML,CYML,Charlevoix Airport
11763,,CYNN,Nejanilini Lake Airport
11764,YOS,CYOS,Owen Sound / Billy Bishop Regional Airport
11765,YPS,CYPD,Port Hawkesbury Airport
11766,YQS,CYQS,St Thomas Municipal Airport
11767,YRO,CYRO,Ottawa / Rockcliffe Airport
11768,,CYRP,Ottawa / Carp Airport
11769,YSH,CYSH,Smiths Falls-Montague (Russ Beach) Airport
11770,YSL,CYSL,St Leonard Airport
11771,,CYVD,Virden/R.J. (Bob) Andrew Field Regional Aerodrome
11772,YVE,CYVK,Vernon Airport
11773,YXQ,CYXQ,Beaver Creek Airport
11774,YSN,CZAM,Shuswap Regional Airport
11775,KES,CZEE,Kelsey Airport
11776,XPK,CZFG,Pukatawagan Airport
11777,ZGF,CZGF,Grand Forks Airport
11778,ZJG,CZJG,Jenpeg Airport
11779,YTD,CZLQ,Thicket Portage Airport
11780,PIW,CZMN,Pikwitonei Airport
11781,XPP,CZNG,Poplar River Airport
11782,WPC,CZPC,Pincher Creek Airport
11783,ZST,CZST,Stewart Airport
11784,ZUC,CZUC,Ignace Municipal Airport
11785,FNB,EDBN,Neubrandenburg Airport
11786,,EDQA,Airport Bamberg-Breitenau
11787,,EDUZ,Zerbst Airport
11788,,EGOM,RAF Spadeadam
11789,FSS,EGQK,RAF Kinloss
11790,BXP,EPBP,Biała Podlaska Airfield
11791,,EPCE,Cewice Air Base
11792,,EPDE,Deblin Military Air Base
11793,,EPLY,Leczyca Military Air Base
11794,,EPMM,Minsk Mazowiecki Military Air Base
11795,,EPPW,Powidz Military Air Base
11796,,EPTM,Tomaszow Mazowiecki Military Air Base
11797,,ESKX,Björkvik Air Base
11798,,ESTL,Ljungbyhed Airport
11799,DGP,EVDA,Daugavpils Intrenational Airport
11800,,EVKA,Jēkabpils Air Base
11801,,EVTA,Jūrmala Airport
11802,,EYKD,Kėdainiai Air Base
11803,LMR,FALC,Lime Acres Finsch Mine Airport
11804,SXN,FBSN,Sua Pan Airport
11805,,FLLC,Lusaka City Airport
11806,NDD,FNSU,Sumbe Airport
11807,MAI,FWMG,Mangochi Airport
11808,ADI,FYAR,Arandis Airport
11809,,FYML,Mariental Airport
11810,,HEAZ,Almaza Air Force Base
11811,,HEBS,Beni Suef Air Base
11812,,HEGS,Jiyanklis Air Base
11813,MWE,HSMN,Merowe New Airport
11814,ALN,KALN,St Louis Regional Airport
11815,AXN,KAXN,Chandler Field
11816,CLU,KBAK,Columbus Municipal Airport
11817,BBD,KBBD,Curtis Field
11818,BIH,KBIH,Eastern Sierra Regional Airport
11819,BKE,KBKE,Baker City Municipal Airport
11820,BPI,KBPI,Miley Memorial Field
11821,WMH,KBPK,Ozark Regional Airport
11822,BTL,KBTL,W K Kellogg Airport
11823,BYI,KBYI,Burley Municipal Airport
11824,CCY,KCCY,Northeast Iowa Regional Airport
11825,CNU,KCNU,Chanute Martin Johnson Airport
11826,CRG,KCRG,Jacksonville Executive at Craig Airport
11827,CSV,KCSV,Crossville Memorial Whitson Field
11828,DAA,KDAA,Davison Army Air Field
11829,DAG,KDAG,Barstow Daggett Airport
11830,DMN,KDMN,Deming Municipal Airport
11831,DRA,KDRA,Desert Rock Airport
11832,EED,KEED,Needles Airport
11833,EGI,KEGI,Duke Field
11834,EKA,KEKA,Murray Field
11835,,KHYI,San Marcos Regional Airport
11836,HYR,KHYR,Sawyer County Airport
11837,JCT,KJCT,Kimble County Airport
11838,,KLLQ,Monticello Municipal Ellis Field
11839,LOL,KLOL,Derby Field
11840,MBG,KMBG,Mobridge Municipal Airport
11841,MCB,KMCB,Mc Comb/Pike County Airport/John E Lewis Field
11842,MDH,KMDH,Southern Illinois Airport
11843,MMT,KMMT,Mc Entire Joint National Guard Base
11844,NHZ,KNHZ,Brunswick Executive Airport
11845,NRB,KNRB,Naval Station Mayport (Admiral David L. Mcdonald Field)
11846,OGB,KOGB,Orangeburg Municipal Airport
11847,,KOLU,Columbus Municipal Airport
11848,OTM,KOTM,Ottumwa Regional Airport
11849,OZR,KOZR,Cairns AAF (Fort Rucker) Air Field
11850,PWY,KPNA,Ralph Wenz Field
11851,POU,KPOU,Dutchess County Airport
11852,,KRNH,New Richmond Regional Airport
11853,RSL,KRSL,Russell Municipal Airport
11854,RWF,KRWF,Redwood Falls Municipal Airport
11855,SNS,KSNS,Salinas Municipal Airport
11856,,KSOA,Sonora Municipal Airport
11857,,KSUZ,Saline County Regional Airport
11858,TPH,KTPH,Tonopah Airport
11859,,KUAO,Aurora State Airport
11860,UKI,KUKI,Ukiah Municipal Airport
11861,UOX,KUOX,University Oxford Airport
11862,HTV,KUTS,Huntsville Regional Airport
11863,VTN,KVTN,Miller Field
11864,WMC,KWMC,Winnemucca Municipal Airport
11865,WWR,KWWR,West Woodward Airport
11866,,KXMR,Cape Canaveral AFS Skid Strip
11867,,KXTA,Homey (Area 51) Airport
11868,ZZV,KZZV,Zanesville Municipal Airport
11869,,LAGJ,Gjadër Air Base
11870,,LAKU,Kukës Airport
11871,,LAKV,Kuçovë Air Base
11872,,LAVL,Vlorë Air Base
11873,,LBHS,Haskovo Malevo Airport
11874,,LBMG,Gabrovnitsa Air Base
11875,,LBPG,Graf Ignatievo Air Base
11876,,LBPL,Dolna Mitropoliya Air Base
11877,,LBWB,Balchik Air Base
11878,ECV,LECU,Cuatro Vientos Airport
11879,CDT,LEDS,Castellón-Costa Azahar Airport
11880,TEV,LETL,Teruel Airport
11881,,LFOQ,Blois-Le Breuil Airport
11882,,LIDT,Trento-Mattarello Airport
11883,,LILA,Alessandria Airport
11884,,LILE,Biella-Cerrione Airport
11885,,LILI,Vercelli Airport
11886,,LILM,Casale Monferrato Airport
11887,,LILN,Varese-Venegono Airport
11888,,LIMR,Novi Ligure Airport
11889,QLP,LIQW,Sarzana-Luni Air Base
11890,,LRCT,Câmpia Turzii Air Base
11891,,LUBM,Mărculeşti International Airport
11892,,LUCH,Cahul International Airport
11893,,LUTR,Tiraspol Airport
11894,BJY,LYBT,Batajnica Air Base
11895,RUV,MGRB,Rubelsanto Airport
11896,XPL,MHSC,Coronel Enrique Soto Cano Air Base
11897,UPL,MRUP,Upala Airport
11898,QSN,MUNB,San Nicolas De Bari Airport
11899,SNJ,MUSJ,San Julian Air Base
11900,DWD,OEDM,King Salman Abdulaziz Airport
11901,KMX,OEKM,King Khaled Air Base
11902,XXN,OERY,Riyadh Air Base
11903,KNR,OIBJ,Jam Airport
11904,,OIHS,Hamadan Air Base
11905,PYK,OIIP,Payam International Airport
11906,XIJ,OKAJ,Ahmed Al Jaber Air Base
11907,,OLRA,Rayak Air Base
11908,,OPMK,Mirpur Khas Air Base
11909,ATG,OPMS,Minhas Air Base
11910,,OPRQ,Rafiqui Air Base
11911,,OPSF,Faisal Air Base
11912,SGI,OPSR,Mushaf Air Base
11913,RQW,ORQW,Qayyarah West Airport
11914,,ORSH,Al Sahra Army Air Field
11915,,ORTF,Tall Afar Army Air Field
11916,,ORTI,Al Taji Army Air Field
11917,,ORUB,Ubaydah Bin Al Jarrah Airport
11918,ENN,PANN,Nenana Municipal Airport
11919,WWA,PAWS,Wasilla Airport
11920,,RCAY,Gangshan Air Force Base
11921,,RJCA,Asahikawa Airfield
11922,IWK,RJOI,Iwakuni Marine Corps Air Station
11923,,RJTU,Utsunomiya Airport
11924,,RKTI,Jungwon Air Base/Chungju Airport
11925,IEJ,RORE,Ie Jima Airport
11926,AAV,RPMA,Allah Valley Airport
11927,BPH,RPMF,Bislig Airport
11928,MXI,RPMQ,Mati National Airport
11929,,SAOV,Presidente Néstor Kirchner Regionsl Airport
11930,BAT,SBBT,Chafei Amsei Airport
11931,QHP,SBTA,Base de Aviação de Taubaté Airport
11932,TOQ,SCBE,Barriles Airport
11933,,SCHR,Schroeder's field
11934,CNR,SCRA,Chañaral Airport
11935,TLX,SCTL,Panguilemo Airport
11936,ZIC,SCTO,Victoria Airport
11937,TTC,SCTT,Las Breas Airport
11938,API,SKAP,Gomez Nino Apiay Air Base
11939,CVE,SKCV,Coveñas Airport
11940,PAL,SKPQ,German Olano Air Base
11941,PZA,SKPZ,Paz De Ariporo Airport
11942,,SKTJ,Tunja Airport
11943,TQS,SKTQ,Tres Esquinas Air Base
11944,,SKUA,Marandúa Air Base
11945,RIJ,SPJA,Juan Simons Vela Airport
11946,JAE,SPJE,Shumba Airport
11947,,SVMP,Metropolitano Airport
11948,IKU,UAFL,Issyk-Kul International Airport
11949,,UAFW,Kant Air Base
11950,,UASA,Ayaguz Airport
11951,,UATR,Chelkar Airport
11952,,UENK,Kyzyl-Syr Airport
11953,VYI,UENW,Vilyuisk Airport
11954,BGN,UESG,Belaya Gora Airport
11955,,UGEJ,Dzhermuk Airport
11956,,UHKG,Kamenny Ruchey Naval Air Base
11957,GVN,UHKM,Maygatka Airport.
11958,,UHMF,Omsukchan Airport
11959,,UHMG,Chaybukha Airport
11960,,UHMK,Keperveem Airport
11961,,UHMT,Magadan-13 Airport
11962,NLI,UHNN,Nikolayevsk-na-Amure Airport
11963,,UHPL,Palana Airport
11964,,UIBV,Zheleznogorsk Airport
11965,,UKFG,Gvardeyskoe Air Base
11966,,UKFI,Saki Air Base
11967,,UKFY,Dzhankoy Airport
11968,,UKKO,Ozerne Air Base
11969,,ULAK,Severomorsk-1 Naval Air Base
11970,,ULLP,Pushkin Airport
11971,,ULLS,Siversky Air Base
11972,,ULNR,Staraya Russa Air Base
11973,,ULPP,Peski Airport
11974,,UMMA,Baranavichi Air Base
11975,,UMNB,Babruisk Air Base
11976,,UNIS,Severo-Eniseysk Airport
11977,,UNKO,Sharypovo Airport
11978,,UNOS,Omsk Severny Airport
11979,,UODN,Nagurskoye
11980,,UOIG,Svetlogorsk Airport
11981,,UOOW,Valek Airport
11982,,URKH,Khanskaya Air Base
11983,,UROD,Dudinka Airport
11984,VLK,URRY,Volgodonsk Airport
11985,,UTTP,Tashkent East Airport
11986,,UUBM,Myachkovo Airport
11987,,UUMT,Tretyakovo Airport
11988,,UUWE,Yermolino Airport
11989,INA,UUYI,Inta Airport
11990,,UUYV,Izhma Airport
11991,,UWKG,Borisoglebskoye Airport
11992,ZIX,UWKV,Zhigansk Airport
11993,,UWUM,Maksimovka Airport
11994,,UWWB,Buguruslan Severny Airport
11995,,UWWG,Bezymyanka Airfield
11996,RTC,VARG,Ratnagiri Airport
11997,HIM,VCCH,Hingurakgoda Air Force Base
11998,RDP,VEDG,Kazi Nazrul Islam Airport
11999,,VIAM,Ambala Air Force Station
12000,,VISA,Sirsa Air Force Station
12001,,VIUX,Udhampur Air Force Station
12002,PUT,VOPN,Sri Sathya Sai Airport
12003,,VYML,Meiktila Air Base
12004,,WSAC,Changi Air Base (East)
12005,,XLLL,Soltsy-2 Air Base
12006,,XLMV,Severomorsk-3 Naval Air Base
12007,,XLWF,Fedotovo Naval Air Base
12008,,XRWL,Lebyazhye Air Base
12009,LNX,XUBS,Smolensk North Airport
12010,,XWPR,Rtishchevo Air Base
12011,ABH,YAPH,Alpha Airport
12012,ARY,YARA,Ararat Airport
12013,BLN,YBLA,Benalla Airport
12014,BZD,YBRN,Balranald Airport
12015,BWQ,YBRW,Brewarrina Airport
12016,CVC,YCEE,Cleve Airport
12017,CWW,YCOR,Corowa Airport
12018,CYG,YCRG,Corryong Airport
12019,CMD,YCTM,Cootamundra Airport
12020,DRN,YDBI,Dirranbandi Airport
12021,DNQ,YDLQ,Deniliquin Airport
12022,DYA,YDYS,Dysart Airport
12023,ECH,YECH,Echuca Airport
12024,FRB,YFBS,Forbes Airport
12025,GUH,YGDH,Gunnedah Airport
12026,HXX,YHAY,Hay Airport
12027,HTU,YHPN,Hopetoun Airport
12028,KRA,YKER,Kerang Airport
12029,KPS,YKMP,Kempsey Airport
12030,KGY,YKRY,Kingaroy Airport
12031,TGN,YLTV,Latrobe Valley Airport
12032,MRG,YMBA,Mareeba Airport
12033,RPM,YNGU,Ngukurr Airport
12034,QRM,YNRM,Narromine Airport
12035,PPI,YPIR,Port Pirie Airport
12036,SIO,YSMI,Smithton Airport
12037,SNB,YSNB,Snake Bay Airport
12038,SWC,YSWL,Stawell Airport
12039,TYB,YTIB,Tibooburra Airport
12040,TUM,YTMU,Tumut Airport
12041,WGT,YWGT,Wangaratta Airport
12042,WKB,YWKB,Warracknabeal Airport
12043,QRR,YWRN,Warren Airport
12044,SXE,YWSL,West Sale Airport
12045,WWY,YWWL,West Wyalong Airport
12046,NGA,YYNG,Young Airport
12047,LHK,ZHGH,Guangzhou MR Air Base
12048,WDS,ZHSY,Shiyan Wudangshan Airport
12049,,ZKSC,Sunchon Air Base
12050,HTT,ZLHX,Huatugou Airport
12051,UUN,ZMBU,Baruun Urt Airport
12052,BFU,ZSBB,Bengbu Airport
12053,RUG,ZSRG,Rugao Air Base
12054,WHU,ZSWU,Wuhu Air Base
12055,SXJ,ZWSS,Shanshan Airport
12056,YKH,ZYYK,Yingkou Lanqi Airport
12057,,ZYYY,Shenyang Dongta Airport
12058,BQG,UHNB,Bogorodskoye Airport
12059,,SSYT,Itapiranga Airport
12069,,SPAT,Aguas Calientes Airport
12087,HYD,VOHS,Rajiv Gandhi International Airport
12090,,CAM9,Vancouver International Seaplane Base
12096,,LSZQ,Bressaucourt Airport
12104,PKO,DBBP,Parakou Airport
12106,KDC,DBBK,Kandi Airport
12109,,DXSK,Sokodé Airport
12110,,DXMG,Sansanné-Mango Airport
12133,,EDNB,Arnbruck Airport
12163,,SBJR,Jacarepaguá - Roberto Marinho Airport
12165,,SKAG,Hacaritama Airport
12172,HMG,YHMB,Hermannsburg Airport
12182,,YMDV,Mount Davies Airport
12183,,YARN,Areyonga Airport
12185,,KTCY,Tracy Municipal Airport
12217,,YMNA,Mount Allan Airport
12218,,YEVP,Everard Park Airport
12219,,YWBI,Warrabri Airport
12310,,EDLK,Krefeld-Egelsberg Airport
12311,BIB,HCMB,Baidoa Airport
12340,,YAMJ,Ampilatwatja Airport
12360,KCS,YKCS,Kings Creek Airport
12361,,YHTS,Harts Range Airport
12391,,YELL,Elliott Airport
12392,,YPAY,Papunya Airport
12444,,YFRG,Fregon Airport
12445,,YLBG,Mount Liebig Airport
12469,,KTZR,Bolton Field
12470,BMR,EDWZ,Baltrum Airport
12528,MVW,KBVS,Skagit Regional Airport
12618,GOO,YGDI,Goondiwindi Airport
12619,,UKOE,Liman Airfield
12640,,LFPL,Lognes Emerainville Airport
12672,APT,KAPT,Marion County Brown Field
12673,,KGZH,Evergreen Regional Airport/Middleton Field
12675,DCU,KDCU,Pryor Field Regional Airport
12676,GLW,KGLW,Glasgow Municipal Airport
12796,,KLZD,Danielson Airport
12844,DKV,YDVR,Docker River Airport
12856,,KFIG,Clearfield Lawrence Airport
12873,RNZ,KRZL,Jasper County Airport
12918,,YTIT,Ti Tree Airport
12919,SBT,USDA,Sabetta International Airport
12921,AXF,ZBAL,Alxa Left Banner Bayanhot Airport
12931,,SVFT,El Fuentero Airport
12941,,EGCS,Sturgate Airfield
12945,NIS,AYSE,Simberi Airport
12946,BUL,AYBU,Bulolo Airport
12948,,YKNT,Kintore Airport
12950,TBR,KTBR,Statesboro Bulloch County Airport
12951,,YUTP,Utopia Airport
12957,,YNRR,Nyrripi Airport
12958,AMT,YAMT,Amata Airport
12961,,NZGH,Glacier Country Heliport
12979,EDD,YERL,Erldunda Airport
12980,,SSHH,Helisul I Heliport
12984,FIK,YFNE,Finke Airport
12987,JJG,SBJA,Humberto Ghizzo Bortoluzzi Regional Airport
13004,,YNYP,Nypari Airport
13006,,LBHT,Ihtiman Airfield
13009,,EDNV,Vogtareuth Airport
13011,,XXXX,[Duplicate] Illertissen see EDMI - ED-0425 location moved out-of-the way
13016,,KEVB,New Smyrna Beach Municipal Airport
13018,,NV03,Las Vegas Helicopters Heliport
13019,,FBDT,Delta Camp Airport
13020,WKI,FVWT,Hwange (Town) Airport
13022,,CBC7,Harbour (Public) Heliport
13023,,CBF7,Victoria Harbour (Camel Point) Heliport
13032,,UNAU,Shushenskoye Airport
13066,,LOAU,Stockerau Airport
13069,KLJ,EYKL,Klaipėda Airport
13072,,KMRJ,Iowa County Airport
13074,ETB,KETB,West Bend Municipal Airport
13075,GLR,KGLR,Gaylord Regional Airport
13077,AID,KAID,Anderson Municipal Darlington Field
13078,QND,LYNS,Cenej Airport
13079,GUU,BIGF,Grundarfjörður Airport
13080,PCD,KPDC,Prairie Du Chien Municipal Airport
